Batch plan id,Batch plan/Process,Sequence,Enabled?,Job group,Start Time,Schedule,Status (Automated/Manual),Job Parent Job vs Sub-Jobs,Active vs Non Active,BP sequence,BP id,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID,JobGroup.triggertype
100005,Customer invoicing,45,1,Weekly informal contract extension,28/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,29/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,31/12/2021 15:12,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,30/12/2021 17:32,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,01/01/2022 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,04/01/2022 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,03/01/2022 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,05/01/2022 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,06/01/2022 17:32,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,07/01/2022 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,08/01/2022 17:32,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,10/01/2022 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,12/01/2022 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,11/01/2022 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,13/01/2022 17:32,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,14/01/2022 17:32,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,15/01/2022 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,17/01/2022 17:32,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,23/01/2022 14:12,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,22/01/2022 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
